Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
"ПЛАНЕТА24, БФ",1197700007493.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ТЕРПЕНИЕ, БФ",1197700007581.0,2019-05-21 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ТЕРПЕНИЕ, БФ",1197700007581.0,2019-05-21 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ТЕРПЕНИЕ, БФ",1197700007581.0,2019-05-21 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ТЕРПЕНИЕ, БФ",1197700007581.0,2019-05-21 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ТЕРПЕНИЕ, БФ",1197700007581.0,2019-05-21 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ШАЛАШ, ФОНД",1197700008000.0,2019-05-29 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ШАЛАШ, ФОНД",1197700008000.0,2019-05-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ШАЛАШ, ФОНД",1197700008000.0,2019-05-29 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,7955000.0,10030000.0,,378000.0,1684000.0,,,2219000.0,,102000.0,2075000.0,2467000.0,,,,144000.0,,,,,3045000.0,4766000.0,,,,,,,
"ШАЛАШ, ФОНД",1197700008000.0,2019-05-29 00:00:00,Действующая,Москва,Благотворительные фонды,2020,369000.0,25858000.0,36429000.0,369000.0,698000.0,11848000.0,,,12907000.0,,42000.0,12646000.0,13525000.0,462000.0,369000.0,448000.0,117000.0,93000.0,,,,8034000.0,17707000.0,,,-14000.0,,448000.0,,
"ШАЛАШ, ФОНД",1197700008000.0,2019-05-29 00:00:00,Действующая,Москва,Благотворительные фонды,2021,5635000.0,42529000.0,54834000.0,5635000.0,401000.0,25736000.0,,,29704000.0,,632000.0,24951000.0,31266000.0,5645000.0,5635000.0,5461000.0,4492000.0,11000.0,,,1000.0,9104000.0,28933000.0,,,-184000.0,,5461000.0,,
"БОЖИЕЙ МАТЕРИ МОДЕНСКОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008604.0,2019-06-07 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БОЖИЕЙ МАТЕРИ МОДЕНСКОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008604.0,2019-06-07 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БОЖИЕЙ МАТЕРИ МОДЕНСКОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008604.0,2019-06-07 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,25000.0,,,,22000.0,,3000.0,,25000.0,15000.0,,,,,,36000.0,21000.0,,,,,,,12000.0,,
"БОЖИЕЙ МАТЕРИ МОДЕНСКОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008604.0,2019-06-07 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,25000.0,1000.0,,,28000.0,,1000.0,,29000.0,8000.0,-15000.0,,,,,46000.0,23000.0,,,,,-1000.0,15000.0,6000.0,,
"БОЖИЕЙ МАТЕРИ МОДЕНСКОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008604.0,2019-06-07 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОГРОМНОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008780.0,2019-06-13 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОГРОМНОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008780.0,2019-06-13 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОГРОМНОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008780.0,2019-06-13 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,44000.0,,,44000.0,,,,,,44000.0,44000.0,,,,,,,,,,,,,,,,,
"ОГРОМНОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008780.0,2019-06-13 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,1068000.0,3391000.0,,42000.0,2324000.0,,,,,,2366000.0,2367000.0,,,,19000.0,,,,,237000.0,812000.0,,,,,,,
"ОГРОМНОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700008780.0,2019-06-13 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,12905000.0,31745000.0,,99000.0,21890000.0,,,21157000.0,,832000.0,21207000.0,21989000.0,,,,313000.0,,,,,1105000.0,11487000.0,,,,,,,
"ВЕРА В ЖИЗНЬ, БФ",1197700008802.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРА В ЖИЗНЬ, БФ",1197700008802.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕРА В ЖИЗНЬ, БФ",1197700008802.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,262000.0,334000.0,,,72000.0,,,,,,72000.0,72000.0,,,,,,,,,,243000.0,,,,,,,
"ВЕРА В ЖИЗНЬ, БФ",1197700008802.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,752000.0,736000.0,,,56000.0,,,,,,56000.0,56000.0,,,,,,,,,12000.0,687000.0,,,,,,,
"ВЕРА В ЖИЗНЬ, БФ",1197700008802.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,2986000.0,3365000.0,,,435000.0,,,,,,435000.0,435000.0,,,,,,,,,,2942000.0,,,,,,,
"Я В ПОМОЩЬ, ФОНД",1197700008846.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Я В ПОМОЩЬ, ФОНД",1197700008846.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Я В ПОМОЩЬ, ФОНД",1197700008846.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,56000.0,10000.0,,,3000.0,,,-46000.0,,49000.0,-46000.0,3000.0,,,,,,,,,52000.0,,,,,,,,
"Я В ПОМОЩЬ, ФОНД",1197700008846.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2020,71000.0,4245000.0,8452000.0,131000.0,912000.0,2527000.0,,,4709000.0,,49000.0,4161000.0,4798000.0,67000.0,71000.0,62000.0,548000.0,,,,4000.0,989000.0,2677000.0,60000.0,,,,62000.0,,
"Я В ПОМОЩЬ, ФОНД",1197700008846.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2021,748000.0,60632000.0,105270000.0,1116000.0,5421000.0,44185000.0,,,49348000.0,6000.0,56000.0,48800000.0,50532000.0,1288000.0,742000.0,1236000.0,,194000.0,,368000.0,16000.0,6447000.0,53817000.0,368000.0,,-52000.0,,1236000.0,,
"ПЛАНЕТА ДЕТЕЙ, МБФ",1197700008912.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТЕЙ, МБФ",1197700008912.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТЕЙ, МБФ",1197700008912.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,63000.0,95000.0,,25000.0,7000.0,,,,,,32000.0,32000.0,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТЕЙ, МБФ",1197700008912.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,622000.0,689000.0,,25000.0,66000.0,,,,,,67000.0,91000.0,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТЕЙ, МБФ",1197700008912.0,2019-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,897000.0,855000.0,,25000.0,24000.0,,,,,,25000.0,49000.0,,,,,,,,,,,,,,,,,
"ДУХ ДОБРА, БФ",1197700008978.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУХ ДОБРА, БФ",1197700008978.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУХ ДОБРА, БФ",1197700008978.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУХ ДОБРА, БФ",1197700008978.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУХ ДОБРА, БФ",1197700008978.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЧУДОТВОРЦЫ, БФ",1197700009000.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЧУДОТВОРЦЫ, БФ",1197700009000.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЧУДОТВОРЦЫ, БФ",1197700009000.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЧУДОТВОРЦЫ, БФ",1197700009000.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЧУДОТВОРЦЫ, БФ",1197700009000.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,62000.0,65000.0,,19000.0,3000.0,,,,,49000.0,3000.0,23000.0,,,,,,,,,62000.0,,,,,,,,
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,1956000.0,1954000.0,,6000.0,1000.0,,,,,172000.0,1000.0,7000.0,,,,,,,,,70000.0,1886000.0,,,,,,,
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,151000.0,150000.0,,3000.0,,,66000.0,,,66000.0,,3000.0,,,,,,,,,54000.0,,,,,,,,
"ДЕТИ БЕЗ СТРАХА, БФ",1197700009022.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТИ БЕЗ СТРАХА, БФ",1197700009022.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТИ БЕЗ СТРАХА, БФ",1197700009022.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДЕТИ БЕЗ СТРАХА, БФ",1197700009022.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,10000.0,15000.0,,,5000.0,,,5000.0,,,5000.0,5000.0,,,,,,,,,10000.0,,,,,,,,
"ДЕТИ БЕЗ СТРАХА, БФ",1197700009022.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,9000.0,,,14000.0,,,14000.0,,,14000.0,14000.0,,,,,,,,,,,,,,,,,
"РАЗБИТЫЕ ТЕЛА, БФ",1197700009100.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАЗБИТЫЕ ТЕЛА, БФ",1197700009100.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАЗБИТЫЕ ТЕЛА, БФ",1197700009100.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАЗБИТЫЕ ТЕЛА, БФ",1197700009100.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАЗБИТЫЕ ТЕЛА, БФ",1197700009100.0,2019-06-18 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОПЕРАЦИЯ УЛЫБКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009176.0,1995-06-22 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОПЕРАЦИЯ УЛЫБКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009176.0,1995-06-22 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОПЕРАЦИЯ УЛЫБКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009176.0,1995-06-22 00:00:00,Действующая,Москва,Благотворительные фонды,2019,150000.0,5419000.0,6195000.0,150000.0,225000.0,2361000.0,,,5817000.0,,6000.0,2872000.0,5822000.0,169000.0,150000.0,164000.0,,28000.0,,,9000.0,998000.0,4382000.0,,,,,164000.0,,
"ОПЕРАЦИЯ УЛЫБКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009176.0,1995-06-22 00:00:00,Действующая,Москва,Благотворительные фонды,2020,220000.0,4997000.0,5052000.0,220000.0,61000.0,2189000.0,,,5871000.0,,4000.0,2927000.0,5888000.0,259000.0,220000.0,251000.0,,39000.0,,,,1977000.0,3007000.0,,,-8000.0,,251000.0,,
"ОПЕРАЦИЯ УЛЫБКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009176.0,1995-06-22 00:00:00,Действующая,Москва,Благотворительные фонды,2021,62000.0,10938000.0,12018000.0,152000.0,1390000.0,2604000.0,,,7542000.0,,,4007000.0,7561000.0,62000.0,62000.0,58000.0,601000.0,,,,,1620000.0,8671000.0,90000.0,,-4000.0,,58000.0,,
"ДУШИ НАШЕЙ ЗАБОТА, БФ",1197700009517.0,2019-06-21 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУШИ НАШЕЙ ЗАБОТА, БФ",1197700009517.0,2019-06-21 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУШИ НАШЕЙ ЗАБОТА, БФ",1197700009517.0,2019-06-21 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУШИ НАШЕЙ ЗАБОТА, БФ",1197700009517.0,2019-06-21 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДУШИ НАШЕЙ ЗАБОТА, БФ",1197700009517.0,2019-06-21 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЭМПАТИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009540.0,2019-06-24 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЭМПАТИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009540.0,2019-06-24 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЭМПАТИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009540.0,2019-06-24 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,17000.0,30000.0,,396000.0,13000.0,,30000.0,,,378000.0,13000.0,408000.0,,,,,,,,,17000.0,,,,,,,,
"ЭМПАТИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009540.0,2019-06-24 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,9330000.0,30396000.0,,10000.0,21023000.0,,,21066000.0,,65000.0,21066000.0,21144000.0,495000.0,,396000.0,,,,495000.0,,1161000.0,8055000.0,,,-99000.0,,396000.0,,
"ЭМПАТИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009540.0,2019-06-24 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,96333000.0,115627000.0,,15000.0,40398000.0,,,40537000.0,,33000.0,40359000.0,40627000.0,648000.0,,627000.0,,,,648000.0,,1372000.0,94334000.0,,,-19000.0,,627000.0,,
"ВЕТЕР ДОБРЫХ ПЕРЕМЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009616.0,2019-06-25 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕТЕР ДОБРЫХ ПЕРЕМЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009616.0,2019-06-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,100000000.0,,,100000000.0,,,,100000000.0,,,,,,,,,,,,,,,,,
"ВЕТЕР ДОБРЫХ ПЕРЕМЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009616.0,2019-06-25 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,100000000.0,,,100000000.0,,,,100000000.0,,,,,,,,,,,,,,,,,
"ВЕТЕР ДОБРЫХ ПЕРЕМЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009616.0,2019-06-25 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ВЕТЕР ДОБРЫХ ПЕРЕМЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700009616.0,2019-06-25 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СПАСИ КОТЕНКА, БФЗЖ",1197700009671.0,2019-06-26 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СПАСИ КОТЕНКА, БФЗЖ",1197700009671.0,2019-06-26 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
